Name,Emp ID,Expense Type,Payment Type,Vendor Type,Payment Date,Country,Region,Company Code,Project Code,Cost Center,Receipt Status,,,Company Code
Fiona,78623,Meals,Online,Taxi,28-12-2022 00:31,Japan,Central,1627,PJ882,CC44,Received,,,
Fiona,10131,Transport,Credit Card,Hotel,03-12-2022 01:36,UK,South,2390,PJ895,CC26,Pending,,,
Fiona,72570,Transport,Credit Card,Restaurant,25-11-2022 13:42,Germany,East,8949,PJ683,CC48,Received,,,
Diana,69864,Meals,Bank Transfer,Taxi,18-11-2022 07:26,USA,South,7840,PJ441,CC45,Pending,,,
Diana,87525,Transport,Online,Hotel,30-07-2022 15:48,Canada,North,2161,PJ472,CC31,Approved,,,
Edward,11614,Transport,Credit Card,Hotel,16-05-2022 21:52,Canada,South,6003,PJ555,CC8,Rejected,,,
Fiona,45695,Meals,Cash,Hotel,02-04-2022 05:24,Germany,South,3405,PJ252,CC35,Received,,,
Alice,47708,Transport,Credit Card,Taxi,09-04-2022 08:34,UK,North,1793,PJ403,CC10,Rejected,,,
Julia,76827,Transport,Cash,Airline,04-09-2022 04:14,France,West,4369,PJ569,CC39,Pending,,,
Fiona,93303,Travel,Cash,Taxi,17-06-2022 06:28,UK,South,5918,PJ222,CC14,Rejected,,,
Diana,68202,Travel,Cash,Taxi,03-10-2022 01:18,Japan,North,9353,PJ573,CC38,Approved,,,
Ivan,14845,Transport,Bank Transfer,Taxi,20-10-2022 01:26,UK,North,1793,PJ225,CC22,Rejected,,,
Fiona,31922,Meals,Online,Restaurant,28-07-2022 08:11,Canada,North,2038,PJ215,CC20,Rejected,,,
Charlie,62222,Meals,Credit Card,Restaurant,08-01-2022 11:16,Germany,West,7840,PJ905,CC17,Rejected,,,
Charlie,86304,Travel,Bank Transfer,Airline,18-12-2022 08:46,USA,North,6150,PJ926,CC44,Pending,,,
Edward,78129,Meals,Online,Airline,20-05-2022 15:43,Japan,Central,8196,PJ664,CC12,Received,,,
Ivan,66492,Meals,Cash,Airline,22-04-2022 20:57,Japan,East,2390,PJ491,CC26,Pending,,,
Bob,51768,Travel,Online,Airline,04-01-2022 02:07,UK,Central,8196,PJ613,CC8,Rejected,,,
Edward,36952,Accommodation,Credit Card,Hotel,22-02-2022 07:49,USA,South,6807,PJ783,CC35,Pending,,,
Edward,76666,Travel,Bank Transfer,Hotel,12-10-2022 19:55,USA,West,3218,PJ989,CC27,Approved,,,
Ivan,43363,Meals,Bank Transfer,Airline,08-08-2022 08:33,Germany,West,6175,PJ231,CC30,Received,,,
Ivan,80386,Transport,Cash,Hotel,07-03-2022 16:07,France,West,9284,PJ971,CC10,Pending,,,
Diana,96935,Meals,Cash,Taxi,27-09-2022 07:23,UK,South,3965,PJ131,CC10,Approved,,,
Diana,81071,Transport,Cash,Hotel,18-09-2022 22:52,Canada,North,8196,PJ120,CC11,Pending,,,
Charlie,51622,Transport,Credit Card,Taxi,25-12-2022 19:42,Canada,South,4950,PJ569,CC14,Rejected,,,
George,33616,Transport,Online,Airline,23-02-2022 14:40,Japan,North,5654,PJ628,CC44,Approved,,,
Charlie,74799,Accommodation,Bank Transfer,Hotel,08-12-2022 09:46,Japan,North,1885,PJ432,CC47,Received,,,
Julia,67427,Accommodation,Cash,Airline,14-04-2022 04:28,Canada,Central,6604,PJ415,CC24,Rejected,,,
Fiona,53827,Travel,Bank Transfer,Restaurant,18-06-2022 03:56,USA,North,7281,PJ505,CC42,Received,,,
Ivan,75017,Accommodation,Cash,Taxi,13-01-2022 09:55,France,South,9284,PJ170,CC29,Pending,,,
Fiona,54428,Transport,Online,Restaurant,01-09-2022 04:05,France,North,4432,PJ475,CC14,Received,,,
Charlie,15130,Meals,Bank Transfer,Taxi,29-09-2022 19:42,Germany,South,5659,PJ621,CC23,Rejected,,,
Julia,64772,Meals,Online,Airline,12-03-2022 19:33,USA,West,1268,PJ394,CC47,Pending,,,
Diana,51808,Transport,Cash,Hotel,07-02-2022 05:48,Japan,Central,2038,PJ430,CC35,Rejected,,,
Diana,77267,Meals,Bank Transfer,Taxi,31-08-2022 19:21,France,North,9353,PJ916,CC43,Rejected,,,
Charlie,60512,Meals,Credit Card,Airline,31-10-2022 05:05,Canada,West,4369,PJ898,CC36,Approved,,,
Alice,97360,Accommodation,Credit Card,Taxi,10-11-2022 05:46,Canada,West,2390,PJ252,CC24,Pending,,,
Julia,52113,Transport,Credit Card,Restaurant,17-02-2022 23:19,Canada,South,3218,PJ269,CC15,Pending,,,
Charlie,36418,Meals,Online,Taxi,05-05-2022 10:44,France,West,7065,PJ150,CC24,Pending,,,
Bob,90736,Meals,Online,Restaurant,08-10-2022 01:04,Canada,West,1793,PJ172,CC49,Approved,,,
Edward,92283,Meals,Cash,Airline,19-06-2022 08:24,France,North,5659,PJ595,CC38,Pending,,,
Julia,14562,Transport,Cash,Airline,12-09-2022 06:14,France,East,3098,PJ907,CC31,Received,,,
Fiona,18889,Transport,Bank Transfer,Airline,12-02-2022 13:40,UK,North,4950,PJ222,CC47,Rejected,,,
Fiona,95398,Travel,Bank Transfer,Hotel,23-04-2022 00:17,Canada,East,6807,PJ293,CC32,Rejected,,,
Edward,50719,Travel,Online,Airline,24-10-2022 06:42,France,West,7141,PJ727,CC36,Approved,,,
Diana,19103,Meals,Credit Card,Airline,01-06-2022 22:00,France,East,2678,PJ544,CC44,Approved,,,
Ivan,78935,Accommodation,Cash,Taxi,10-09-2022 04:05,Canada,West,7315,PJ831,CC8,Pending,,,
Bob,89131,Accommodation,Cash,Hotel,07-07-2022 09:01,Canada,North,3218,PJ844,CC19,Received,,,
Edward,24552,Transport,Online,Taxi,03-12-2022 21:04,Canada,South,8439,PJ137,CC32,Received,,,
Alice,14409,Transport,Online,Hotel,29-06-2022 17:57,Germany,East,7065,PJ261,CC7,Approved,,,
Alice,62026,Travel,Cash,Taxi,08-05-2022 00:09,Canada,Central,2678,PJ132,CC16,Pending,,,
Ivan,53224,Travel,Online,Restaurant,24-03-2022 13:46,UK,South,6150,PJ433,CC36,Approved,,,
Charlie,28701,Transport,Cash,Restaurant,21-04-2022 09:56,USA,East,9353,PJ744,CC38,Approved,,,
Fiona,16034,Accommodation,Credit Card,Airline,10-04-2022 15:24,France,West,4248,PJ455,CC17,Pending,,,
Edward,83678,Travel,Cash,Restaurant,26-01-2022 09:12,Canada,West,3965,PJ917,CC44,Pending,,,
Julia,65060,Travel,Cash,Restaurant,16-09-2022 22:50,Germany,West,9693,PJ897,CC2,Rejected,,,
Edward,15703,Meals,Credit Card,Hotel,07-11-2022 07:06,France,West,5654,PJ229,CC39,Approved,,,
Charlie,40391,Accommodation,Credit Card,Taxi,14-11-2022 01:40,France,West,3965,PJ290,CC10,Rejected,,,
Alice,40955,Meals,Bank Transfer,Hotel,28-10-2022 16:01,UK,North,3965,PJ665,CC4,Rejected,,,
Edward,99333,Travel,Credit Card,Hotel,09-11-2022 05:15,Japan,East,6150,PJ110,CC24,Received,,,
Hannah,62315,Travel,Online,Restaurant,12-08-2022 16:28,Germany,South,8963,PJ298,CC6,Pending,,,
Fiona,32572,Travel,Bank Transfer,Hotel,30-09-2022 23:40,France,East,5654,PJ702,CC1,Received,,,
Julia,17951,Travel,Credit Card,Taxi,18-03-2022 02:09,UK,East,4648,PJ141,CC7,Rejected,,,
Ivan,93543,Transport,Credit Card,Restaurant,05-03-2022 21:43,Germany,North,6003,PJ607,CC3,Rejected,,,
Bob,81627,Accommodation,Cash,Hotel,18-08-2022 21:42,Japan,North,4648,PJ898,CC8,Pending,,,
Bob,44381,Accommodation,Cash,Restaurant,28-03-2022 23:16,Japan,West,8196,PJ728,CC24,Received,,,
George,51470,Accommodation,Online,Hotel,05-04-2022 18:30,Germany,West,6175,PJ816,CC49,Pending,,,
Hannah,17581,Accommodation,Credit Card,Restaurant,17-09-2022 12:27,Canada,East,3098,PJ745,CC33,Pending,,,
Ivan,97647,Meals,Cash,Restaurant,25-09-2022 12:58,Germany,North,4432,PJ635,CC37,Rejected,,,
Julia,91618,Meals,Online,Taxi,09-03-2022 06:36,UK,South,3405,PJ324,CC40,Received,,,
Edward,50580,Meals,Bank Transfer,Taxi,23-03-2022 14:32,Germany,East,7843,PJ547,CC7,Rejected,,,
George,80577,Travel,Credit Card,Hotel,02-08-2022 18:15,Germany,North,4248,PJ681,CC9,Pending,,,
Bob,94311,Transport,Bank Transfer,Hotel,15-02-2022 05:37,Japan,East,5659,PJ326,CC19,Rejected,,,
George,17209,Accommodation,Credit Card,Hotel,28-05-2022 15:51,Germany,North,9353,PJ252,CC7,Pending,,,
Diana,19690,Transport,Credit Card,Airline,25-07-2022 19:27,Japan,East,6175,PJ893,CC33,Pending,,,
Fiona,49855,Accommodation,Credit Card,Airline,14-10-2022 19:56,Japan,South,9693,PJ491,CC48,Received,,,
Charlie,61473,Accommodation,Credit Card,Taxi,10-10-2022 07:24,Canada,North,2161,PJ565,CC15,Received,,,
Fiona,11344,Meals,Credit Card,Taxi,15-01-2022 12:24,France,Central,4648,PJ562,CC43,Received,,,
George,26620,Travel,Online,Hotel,24-10-2022 07:30,Germany,West,4432,PJ501,CC32,Rejected,,,
Alice,39334,Travel,Cash,Hotel,07-08-2022 19:14,USA,North,1627,PJ920,CC36,Approved,,,
Ivan,48986,Transport,Bank Transfer,Airline,22-11-2022 14:44,Japan,East,6604,PJ745,CC26,Rejected,,,
Hannah,27570,Travel,Credit Card,Taxi,07-06-2022 20:20,Japan,West,1885,PJ399,CC13,Rejected,,,
Charlie,71096,Meals,Cash,Hotel,04-10-2022 06:12,France,East,7065,PJ521,CC25,Received,,,
Alice,62214,Accommodation,Credit Card,Hotel,24-04-2022 04:20,USA,North,9324,PJ760,CC48,Rejected,,,
Fiona,97701,Transport,Credit Card,Taxi,18-02-2022 11:53,Japan,East,3665,PJ841,CC15,Pending,,,
Charlie,99890,Meals,Bank Transfer,Taxi,23-11-2022 09:59,Germany,North,5918,PJ485,CC10,Pending,,,
Edward,51333,Accommodation,Credit Card,Airline,06-01-2022 10:15,Canada,North,6003,PJ624,CC23,Approved,,,
Diana,54192,Travel,Online,Restaurant,13-07-2022 19:12,UK,West,2959,PJ393,CC13,Pending,,,
Fiona,58428,Transport,Bank Transfer,Airline,13-10-2022 19:15,Japan,North,4369,PJ975,CC38,Pending,,,
Bob,76147,Transport,Online,Taxi,08-11-2022 09:46,Japan,South,5918,PJ308,CC34,Received,,,
Fiona,33289,Accommodation,Credit Card,Taxi,29-06-2022 08:20,Japan,Central,1999,PJ274,CC5,Rejected,,,
Fiona,57975,Travel,Cash,Hotel,30-07-2022 20:26,France,South,7315,PJ718,CC46,Received,,,
Charlie,13995,Transport,Online,Hotel,16-02-2022 12:24,Germany,North,4648,PJ328,CC47,Approved,,,
Bob,56843,Travel,Credit Card,Taxi,25-04-2022 12:09,USA,Central,8963,PJ838,CC20,Rejected,,,
Hannah,12352,Travel,Online,Restaurant,14-07-2022 09:29,Germany,East,7315,PJ164,CC41,Received,,,
Edward,64655,Accommodation,Cash,Hotel,10-11-2022 08:32,UK,East,7843,PJ519,CC5,Received,,,
Charlie,28058,Meals,Cash,Hotel,30-03-2022 20:05,Germany,South,3965,PJ278,CC11,Pending,,,
Bob,56404,Travel,Cash,Airline,20-07-2022 04:46,USA,West,9353,PJ498,CC12,Rejected,,,
Charlie,85025,Transport,Cash,Airline,25-09-2022 02:36,USA,Central,7843,PJ701,CC12,Received,,,
Edward,33299,Transport,Credit Card,Hotel,27-01-2022 00:52,Germany,Central,6150,PJ400,CC2,Approved,,,
Ivan,20525,Transport,Credit Card,Hotel,28-10-2022 15:36,Germany,West,2959,PJ146,CC38,Approved,,,
Alice,88438,Transport,Cash,Hotel,18-06-2022 15:16,France,East,1627,PJ745,CC5,Pending,,,
Diana,31707,Accommodation,Online,Hotel,09-07-2022 12:11,Canada,North,7141,PJ929,CC10,Received,,,
Edward,62701,Travel,Cash,Taxi,20-07-2022 11:42,Japan,East,7843,PJ128,CC47,Rejected,,,
Ivan,83020,Accommodation,Bank Transfer,Restaurant,22-11-2022 21:24,UK,North,7281,PJ816,CC28,Received,,,
Charlie,49603,Meals,Credit Card,Airline,05-08-2022 12:59,Canada,East,6604,PJ276,CC48,Received,,,
Bob,16388,Travel,Bank Transfer,Airline,12-05-2022 14:23,Germany,Central,6003,PJ842,CC32,Pending,,,
Diana,53593,Travel,Online,Hotel,11-12-2022 17:08,Canada,Central,5918,PJ555,CC47,Approved,,,
Hannah,24272,Travel,Cash,Hotel,18-07-2022 18:39,Japan,North,8949,PJ823,CC21,Rejected,,,
Alice,73472,Meals,Bank Transfer,Taxi,10-08-2022 04:36,UK,East,3405,PJ141,CC20,Received,,,
Hannah,26627,Accommodation,Bank Transfer,Hotel,11-01-2022 00:45,Canada,North,7065,PJ569,CC38,Rejected,,,
Fiona,45349,Travel,Cash,Airline,29-03-2022 23:41,UK,North,1793,PJ268,CC28,Received,,,
Bob,40302,Travel,Bank Transfer,Hotel,13-05-2022 16:06,USA,East,9693,PJ355,CC23,Pending,,,
Fiona,45983,Transport,Bank Transfer,Taxi,09-08-2022 01:14,USA,North,1085,PJ125,CC32,Rejected,,,
Bob,45568,Meals,Credit Card,Hotel,01-04-2022 18:33,Germany,North,3098,PJ932,CC28,Pending,,,
Charlie,98330,Transport,Cash,Restaurant,05-03-2022 06:59,Canada,East,2234,PJ698,CC3,Rejected,,,
Charlie,28065,Transport,Credit Card,Taxi,05-07-2022 04:10,Japan,South,8706,PJ399,CC35,Rejected,,,
Edward,90003,Accommodation,Credit Card,Airline,09-01-2022 01:45,Japan,South,1793,PJ138,CC17,Rejected,,,
Charlie,62199,Transport,Cash,Restaurant,26-08-2022 09:10,USA,West,8196,PJ345,CC19,Pending,,,
Fiona,42329,Meals,Bank Transfer,Taxi,18-10-2022 08:40,Japan,South,4794,PJ637,CC42,Rejected,,,
Edward,27181,Meals,Cash,Hotel,04-08-2022 14:36,Canada,East,7843,PJ483,CC39,Rejected,,,
Hannah,99283,Travel,Cash,Restaurant,21-06-2022 19:48,Japan,North,4369,PJ668,CC4,Pending,,,
Fiona,47328,Accommodation,Cash,Restaurant,08-01-2022 21:22,USA,East,7141,PJ528,CC34,Approved,,,
Ivan,21908,Travel,Cash,Airline,17-09-2022 22:44,Germany,Central,7840,PJ576,CC8,Pending,,,
Bob,35700,Transport,Bank Transfer,Restaurant,26-02-2022 11:45,USA,East,3965,PJ869,CC19,Rejected,,,
Edward,71472,Travel,Credit Card,Hotel,07-04-2022 04:48,USA,South,9693,PJ294,CC7,Approved,,,
Alice,54113,Meals,Bank Transfer,Taxi,03-09-2022 03:24,UK,West,1627,PJ538,CC7,Received,,,
Charlie,93575,Meals,Online,Hotel,27-12-2022 23:21,Germany,North,4648,PJ238,CC47,Received,,,
George,12422,Transport,Credit Card,Taxi,27-07-2022 16:30,France,North,4432,PJ849,CC24,Rejected,,,
Charlie,60933,Travel,Cash,Hotel,15-02-2022 21:05,Canada,South,7840,PJ977,CC25,Rejected,,,
Diana,16437,Meals,Bank Transfer,Hotel,04-09-2022 19:59,France,West,4432,PJ282,CC1,Approved,,,
Julia,93227,Meals,Cash,Airline,18-07-2022 11:23,Japan,Central,1793,PJ399,CC37,Pending,,,
Alice,56670,Accommodation,Cash,Hotel,14-07-2022 23:18,France,West,8439,PJ369,CC36,Pending,,,
Charlie,59083,Travel,Cash,Airline,12-05-2022 08:22,UK,West,4950,PJ849,CC3,Received,,,
Diana,11631,Travel,Bank Transfer,Taxi,04-10-2022 10:14,France,South,3405,PJ101,CC22,Received,,,
Edward,95304,Accommodation,Online,Taxi,11-09-2022 14:26,USA,West,6807,PJ867,CC47,Approved,,,
Edward,33325,Meals,Cash,Airline,20-05-2022 12:49,UK,North,7281,PJ864,CC10,Pending,,,
Edward,41388,Accommodation,Credit Card,Airline,15-12-2022 11:33,UK,West,7840,PJ601,CC22,Pending,,,
Hannah,64690,Accommodation,Online,Hotel,24-07-2022 03:16,Japan,South,8706,PJ905,CC1,Pending,,,
Julia,83914,Accommodation,Cash,Taxi,02-09-2022 21:58,UK,West,4369,PJ840,CC1,Received,,,
Julia,65167,Meals,Bank Transfer,Airline,29-06-2022 03:43,Germany,West,7840,PJ970,CC42,Received,,,
Bob,79502,Transport,Online,Taxi,01-12-2022 11:39,France,North,9353,PJ534,CC44,Rejected,,,
George,95969,Transport,Bank Transfer,Restaurant,21-07-2022 03:16,UK,North,2678,PJ733,CC36,Rejected,,,
Fiona,15596,Transport,Cash,Restaurant,09-04-2022 21:43,Japan,South,6175,PJ582,CC32,Received,,,
Edward,99744,Accommodation,Credit Card,Taxi,06-08-2022 17:57,USA,East,3218,PJ972,CC5,Rejected,,,
Diana,32075,Transport,Cash,Hotel,05-08-2022 04:02,USA,North,8654,PJ396,CC9,Rejected,,,
Ivan,11004,Travel,Bank Transfer,Restaurant,01-09-2022 01:09,UK,South,1268,PJ582,CC49,Pending,,,
Ivan,97047,Transport,Cash,Restaurant,11-02-2022 02:36,Germany,West,6604,PJ339,CC41,Pending,,,
Edward,37532,Meals,Cash,Restaurant,13-06-2022 19:48,Canada,North,1793,PJ254,CC7,Approved,,,
Charlie,31227,Accommodation,Online,Restaurant,09-01-2022 23:30,UK,Central,7281,PJ335,CC16,Received,,,
Charlie,78829,Accommodation,Bank Transfer,Airline,01-04-2022 09:52,Canada,South,1100,PJ829,CC37,Received,,,
Julia,11064,Transport,Online,Restaurant,17-03-2022 06:57,Japan,Central,8654,PJ701,CC23,Rejected,,,
Ivan,88848,Accommodation,Bank Transfer,Taxi,05-03-2022 15:05,Germany,North,1100,PJ669,CC22,Pending,,,
Diana,67556,Accommodation,Bank Transfer,Hotel,24-02-2022 04:00,UK,Central,8439,PJ290,CC46,Pending,,,
Edward,57708,Accommodation,Bank Transfer,Hotel,10-08-2022 02:22,UK,East,4432,PJ746,CC20,Received,,,
Julia,41949,Accommodation,Online,Restaurant,09-05-2022 05:48,USA,North,6003,PJ670,CC23,Received,,,
Fiona,89013,Travel,Online,Restaurant,09-08-2022 11:53,UK,West,1793,PJ146,CC8,Approved,,,
Alice,72013,Meals,Online,Restaurant,18-08-2022 12:27,UK,South,5654,PJ450,CC12,Received,,,
Julia,46967,Travel,Credit Card,Taxi,01-07-2022 10:19,UK,Central,3965,PJ305,CC16,Received,,,
Charlie,40642,Transport,Cash,Restaurant,30-12-2022 12:25,Japan,East,8706,PJ827,CC12,Rejected,,,
Edward,67924,Transport,Bank Transfer,Restaurant,16-02-2022 07:46,USA,Central,6175,PJ336,CC47,Pending,,,
George,18686,Accommodation,Bank Transfer,Airline,10-04-2022 03:21,Canada,North,8654,PJ127,CC10,Pending,,,
Alice,82652,Accommodation,Cash,Hotel,13-03-2022 00:04,USA,Central,2390,PJ942,CC33,Approved,,,
Charlie,58825,Transport,Credit Card,Hotel,24-07-2022 02:29,USA,South,8706,PJ520,CC36,Received,,,
Hannah,51847,Accommodation,Bank Transfer,Airline,10-01-2022 20:37,UK,Central,7843,PJ765,CC35,Pending,,,
Diana,79616,Travel,Bank Transfer,Taxi,05-12-2022 19:04,UK,Central,2038,PJ434,CC5,Rejected,,,
Fiona,88980,Accommodation,Online,Taxi,23-10-2022 21:33,Japan,West,7315,PJ837,CC11,Received,,,
Diana,45364,Travel,Credit Card,Airline,20-09-2022 20:52,France,East,1627,PJ988,CC49,Received,,,
Fiona,20706,Meals,Online,Taxi,27-05-2022 19:39,Japan,Central,8196,PJ525,CC20,Pending,,,
Edward,84462,Travel,Credit Card,Airline,28-11-2022 03:30,Japan,West,4248,PJ283,CC39,Rejected,,,
Ivan,92293,Transport,Bank Transfer,Hotel,14-08-2022 05:18,France,Central,9284,PJ970,CC25,Received,,,
Hannah,33843,Transport,Online,Taxi,02-06-2022 13:26,Germany,Central,9693,PJ899,CC30,Received,,,
Charlie,97984,Transport,Bank Transfer,Taxi,03-06-2022 11:19,France,East,7315,PJ733,CC10,Rejected,,,
Alice,64833,Travel,Bank Transfer,Hotel,25-03-2022 08:40,UK,Central,4432,PJ439,CC9,Pending,,,
Alice,29641,Meals,Online,Restaurant,27-07-2022 06:30,Germany,East,2161,PJ622,CC21,Received,,,
George,32578,Transport,Cash,Taxi,18-05-2022 20:34,Canada,Central,8654,PJ283,CC11,Pending,,,
Julia,37361,Accommodation,Bank Transfer,Airline,16-12-2022 02:39,Japan,East,5918,PJ509,CC42,Rejected,,,
Bob,52160,Travel,Credit Card,Hotel,01-01-2022 15:29,France,Central,2678,PJ812,CC47,Rejected,,,
Alice,67329,Meals,Credit Card,Hotel,08-01-2022 06:12,Japan,East,7315,PJ266,CC6,Rejected,,,
Fiona,58764,Travel,Credit Card,Restaurant,07-10-2022 13:08,France,North,2161,PJ236,CC15,Pending,,,
Charlie,28931,Travel,Bank Transfer,Taxi,26-07-2022 03:06,UK,Central,4432,PJ448,CC26,Approved,,,
Charlie,89780,Meals,Bank Transfer,Restaurant,18-02-2022 14:16,UK,West,4794,PJ664,CC39,Received,,,
Charlie,39030,Travel,Online,Hotel,22-06-2022 20:44,USA,Central,4369,PJ167,CC47,Approved,,,
Diana,31540,Transport,Credit Card,Airline,06-11-2022 00:40,USA,Central,1999,PJ428,CC5,Received,,,
Fiona,66606,Meals,Cash,Taxi,16-12-2022 06:36,France,West,9324,PJ448,CC19,Approved,,,
Julia,64898,Travel,Online,Taxi,11-11-2022 03:16,France,Central,1885,PJ717,CC11,Pending,,,
Hannah,66467,Accommodation,Bank Transfer,Restaurant,28-11-2022 10:50,Germany,North,9324,PJ290,CC39,Rejected,,,
Bob,38070,Meals,Online,Hotel,06-05-2022 16:19,Japan,West,2669,PJ373,CC33,Approved,,,
Ivan,71868,Accommodation,Credit Card,Restaurant,20-06-2022 14:10,France,West,8654,PJ245,CC49,Rejected,,,
Hannah,26419,Travel,Cash,Airline,28-02-2022 12:41,UK,East,7281,PJ750,CC34,Pending,,,
Julia,31262,Accommodation,Credit Card,Hotel,28-10-2022 12:29,UK,East,7315,PJ808,CC31,Rejected,,,
Diana,23304,Meals,Bank Transfer,Taxi,22-08-2022 09:17,Germany,West,8963,PJ995,CC18,Approved,,,
Alice,83041,Travel,Cash,Airline,01-02-2022 03:18,Canada,West,3965,PJ833,CC6,Rejected,,,
Diana,66131,Meals,Cash,Restaurant,17-06-2022 17:40,Canada,Central,2390,PJ644,CC6,Received,,,
Julia,69165,Travel,Bank Transfer,Airline,24-08-2022 08:39,UK,North,5654,PJ970,CC47,Approved,,,
Edward,87979,Transport,Online,Airline,26-04-2022 20:26,USA,East,4248,PJ796,CC9,Approved,,,
Bob,60209,Transport,Bank Transfer,Restaurant,06-11-2022 10:13,Japan,South,9353,PJ583,CC40,Pending,,,
George,96451,Transport,Bank Transfer,Airline,11-08-2022 07:24,Japan,Central,9693,PJ177,CC16,Rejected,,,
Julia,13958,Accommodation,Online,Hotel,21-08-2022 03:44,Canada,Central,2390,PJ769,CC32,Received,,,
Edward,83784,Accommodation,Cash,Taxi,13-02-2022 12:17,USA,North,3218,PJ311,CC25,Rejected,,,
George,16421,Transport,Credit Card,Restaurant,14-08-2022 10:08,UK,East,4648,PJ336,CC36,Approved,,,
Julia,30202,Meals,Credit Card,Airline,10-12-2022 08:19,UK,South,7315,PJ111,CC37,Pending,,,
Edward,94509,Meals,Credit Card,Airline,02-11-2022 08:20,USA,East,1999,PJ777,CC37,Pending,,,
Julia,43725,Travel,Bank Transfer,Restaurant,10-10-2022 12:31,UK,East,1100,PJ455,CC8,Approved,,,
Bob,52554,Meals,Bank Transfer,Airline,05-05-2022 03:06,France,North,9353,PJ871,CC17,Rejected,,,
Diana,15912,Meals,Credit Card,Hotel,15-12-2022 00:44,UK,Central,6807,PJ678,CC3,Received,,,
Alice,30594,Accommodation,Bank Transfer,Taxi,16-04-2022 15:41,France,North,1100,PJ222,CC5,Approved,,,
Alice,54304,Meals,Online,Restaurant,21-12-2022 07:14,Germany,East,7065,PJ373,CC34,Received,,,
Hannah,16592,Meals,Bank Transfer,Taxi,06-10-2022 05:26,USA,South,2678,PJ293,CC5,Pending,,,
Bob,30324,Travel,Credit Card,Hotel,25-11-2022 18:35,Canada,Central,6003,PJ410,CC32,Pending,,,
Ivan,73458,Transport,Credit Card,Hotel,09-11-2022 00:39,Germany,North,7840,PJ357,CC9,Rejected,,,
Hannah,24971,Transport,Bank Transfer,Taxi,08-04-2022 22:17,Japan,West,6604,PJ879,CC12,Approved,,,
Charlie,36637,Accommodation,Cash,Hotel,17-06-2022 17:29,USA,South,2234,PJ230,CC8,Pending,,,
Bob,71179,Accommodation,Bank Transfer,Restaurant,25-06-2022 05:32,Canada,West,1100,PJ380,CC30,Received,,,
Edward,14354,Travel,Cash,Restaurant,14-03-2022 10:51,France,East,3098,PJ795,CC16,Pending,,,
Bob,44626,Accommodation,Online,Hotel,07-03-2022 13:41,Canada,South,8196,PJ512,CC33,Rejected,,,
Edward,53155,Travel,Online,Restaurant,05-09-2022 03:51,France,South,7840,PJ385,CC18,Received,,,
Julia,20740,Transport,Cash,Hotel,29-10-2022 16:26,UK,Central,8196,PJ784,CC14,Received,,,
Edward,95754,Transport,Cash,Hotel,25-08-2022 04:02,UK,East,7843,PJ296,CC5,Pending,,,
Ivan,81116,Travel,Cash,Airline,13-03-2022 20:08,France,North,3965,PJ417,CC41,Rejected,,,
George,79278,Transport,Cash,Taxi,13-09-2022 00:14,Germany,South,1268,PJ898,CC38,Pending,,,
Hannah,44074,Meals,Online,Taxi,07-06-2022 16:49,Canada,North,8706,PJ892,CC33,Rejected,,,
Ivan,13313,Meals,Online,Hotel,06-09-2022 18:55,France,East,8654,PJ449,CC9,Received,,,
Diana,60112,Transport,Bank Transfer,Restaurant,24-02-2022 22:10,Germany,East,4248,PJ632,CC20,Rejected,,,
Fiona,86033,Travel,Credit Card,Hotel,19-05-2022 05:53,Canada,West,6604,PJ728,CC3,Approved,,,
George,29876,Meals,Cash,Hotel,13-10-2022 21:41,Germany,North,7141,PJ954,CC7,Received,,,
Hannah,26138,Meals,Cash,Airline,17-04-2022 10:52,France,North,1085,PJ367,CC48,Pending,,,
Ivan,65584,Transport,Cash,Taxi,07-08-2022 15:59,Canada,Central,5659,PJ705,CC49,Pending,,,
Diana,85262,Accommodation,Bank Transfer,Hotel,24-02-2022 08:47,Canada,East,7840,PJ496,CC49,Rejected,,,
Alice,82988,Accommodation,Credit Card,Hotel,07-12-2022 01:21,Germany,East,9693,PJ850,CC10,Received,,,
Fiona,49471,Transport,Cash,Airline,02-12-2022 20:57,Japan,East,7843,PJ261,CC20,Approved,,,
Edward,24929,Transport,Cash,Airline,22-07-2022 06:13,UK,East,4794,PJ103,CC23,Approved,,,
Bob,39092,Meals,Bank Transfer,Taxi,30-01-2022 16:11,Canada,Central,8706,PJ427,CC43,Received,,,
Hannah,41943,Travel,Cash,Restaurant,06-05-2022 07:14,Japan,West,2038,PJ926,CC7,Rejected,,,
Bob,52694,Travel,Credit Card,Taxi,04-08-2022 00:41,Germany,East,8654,PJ271,CC17,Pending,,,
Hannah,31129,Meals,Credit Card,Hotel,15-02-2022 17:10,UK,South,8706,PJ457,CC44,Received,,,
Edward,33314,Meals,Cash,Hotel,12-02-2022 04:08,Japan,West,7141,PJ124,CC14,Approved,,,
Alice,76717,Travel,Bank Transfer,Airline,06-08-2022 04:05,USA,Central,1100,PJ341,CC48,Pending,,,
Ivan,72133,Accommodation,Credit Card,Restaurant,19-02-2022 15:58,Germany,West,2161,PJ857,CC17,Received,,,
Julia,55610,Accommodation,Bank Transfer,Hotel,26-12-2022 09:24,Canada,West,1793,PJ115,CC4,Pending,,,
Hannah,12514,Travel,Credit Card,Taxi,08-01-2022 18:34,USA,Central,5918,PJ217,CC17,Rejected,,,
